customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,gender_encoded,Contract_Month-to-month,Contract_One year,Contract_Two year,InternetService_DSL,InternetService_Fiber optic,InternetService_No
5663-QBGIS,Male,1,Yes,No,1.6125732136881425,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Bank transfer (automatic),1.1152764355705587,2.0498008871086424,0,1,False,False,True,False,True,False
4450-MDZFX,Male,0,Yes,Yes,1.1236456783724194,Yes,Yes,No,No,No,No,No,No,No,Bank transfer (automatic),0.3175057947008148,0.9573766047737662,0,1,True,False,False,False,True,False
6701-DHKWQ,Female,0,Yes,Yes,1.1643896396487294,No,No phone service,No,Yes,Yes,Yes,Yes,No,No,Credit card (automatic),-0.44702440279935624,0.42402507821400204,0,0,False,False,True,True,False,False
7554-AKDQF,Female,0,Yes,No,-1.076528230548336,Yes,No,No,No,No,No,No,No,No,Mailed check,-0.6364949300059205,-0.8646614479707468,0,0,True,False,False,True,False,False
3536-IQCTX,Male,1,Yes,No,-0.01718523736426863,Yes,Yes,No,No,No,No,No,Yes,No,Electronic check,0.6814886495976356,0.1666804298209915,1,1,True,False,False,False,True,False
4911-BANWH,Female,0,No,Yes,-0.05792919864057891,Yes,Yes,No,No,No,No,Yes,No,Yes,Credit card (automatic),0.7230392038096014,0.1826955348041328,1,0,True,False,False,False,True,False
8496-EJAUI,Male,0,No,No,-0.5468567339563023,Yes,No,No,Yes,No,No,No,No,Yes,Credit card (automatic),0.3008855730160285,-0.3788919895220511,1,1,True,False,False,False,True,False
0794-YVSGE,Male,0,Yes,Yes,1.6125732136881425,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),-1.4791401694245876,-0.3891937168321433,0,1,False,False,True,False,False,True
5423-BHIXO,Female,0,No,No,-0.01718523736426863,Yes,Yes,No,Yes,No,No,No,No,Yes,Electronic check,-0.3522891391960741,-0.23987381926894366,0,0,True,False,False,True,False,False
6908-VVYHM,Male,0,Yes,No,1.3273654847539706,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Electronic check,0.8593250216248496,1.6093193219524933,0,1,True,False,False,False,True,False
2959-EEXWB,Female,0,Yes,Yes,0.512486259227765,No,No phone service,Yes,No,No,No,Yes,Yes,Yes,Bank transfer (automatic),-0.461982602315664,0.02230183186691522,0,0,True,False,False,True,False,False
1839-UMACK,Male,0,No,No,0.3902543753988342,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,-1.3212480634191175,-0.588301619831913,0,1,False,True,False,False,False,True
3030-YDNRM,Male,0,No,No,-0.9950403079957154,Yes,Yes,No,No,No,No,No,No,Yes,Electronic check,0.33412601638560113,-0.7548057691607698,0,1,True,False,False,False,True,False
7321-KKSDU,Male,0,No,Yes,-0.01718523736426863,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,-1.472492080750673,-0.6999441078755463,0,1,False,False,True,False,False,True
3402-XRIUO,Female,1,Yes,No,-0.42462485012737144,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Mailed check,-0.041490993690569876,-0.39773069428183433,0,0,True,False,False,True,False,False
3132-TVFDZ,Male,1,Yes,No,1.0014137945434884,No,No phone service,No,No,No,No,Yes,Yes,Yes,Electronic check,-0.6630872847015785,0.12778975477239918,1,1,True,False,False,True,False,False
8286-AFUYI,Male,0,No,No,-1.2802480369298874,Yes,No,Yes,No,No,No,No,No,No,Electronic check,-0.5600419102559032,-0.9862085946058822,0,1,True,False,False,True,False,False
8080-DDEMJ,Male,1,No,No,-1.2802480369298874,Yes,No,No,No,No,No,No,No,No,Electronic check,-0.6547771738591854,-0.987465978881418,1,1,True,False,False,True,False,False
8356-WUAOJ,Female,0,Yes,No,-1.2802480369298874,Yes,No,No,No,No,No,No,No,Yes,Electronic check,-0.6581012181961428,-0.987510097627928,0,0,True,False,False,True,False,False
6365-MTGZX,Male,0,No,No,-0.3431369275747509,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Electronic check,1.0371613936520632,-0.07096519825529023,1,1,True,False,False,False,True,False
1349-WXNGG,Male,0,No,No,-1.2802480369298874,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),-1.4874502802669807,-0.9985177248821806,1,1,True,False,False,False,False,True
8058-DMYRU,Male,1,No,No,0.8791819107145575,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Electronic check,0.8393807556031058,1.1684848068242641,0,1,True,False,False,False,True,False
9350-ZXYJC,Female,0,No,No,-1.1580161531009565,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),-1.3129379525767242,-0.9557666595139608,0,0,False,False,True,False,False,True
6990-YNRIO,Male,0,Yes,Yes,1.3273654847539706,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),1.4576530022771577,2.0535730399352494,1,1,False,False,True,False,True,False
8958-JPTRR,Female,0,Yes,No,0.9606698332671781,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,-1.346178395946297,-0.45071730884038147,0,0,False,True,False,False,False,True
6959-GQEGV,Male,0,No,No,0.512486259227765,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Electronic check,0.37069050409213133,0.43699598968795117,0,1,True,False,False,True,False,False
3173-WSSUE,Female,0,Yes,Yes,1.5718292524118322,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),-1.499084435446331,-0.3827082610951688,0,0,False,False,True,False,False,True
1265-HVPZB,Male,0,Yes,No,1.082901717096109,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Credit card (automatic),0.0532442699127125,0.7389446908026028,0,1,False,True,False,True,False,False
4115-UMJFQ,Male,0,No,No,1.4903413298592119,No,No phone service,No,Yes,Yes,No,No,No,Yes,Bank transfer (automatic),-0.9655753193646899,0.09218592633880428,0,1,False,True,False,True,False,False
7369-TRPFD,Male,0,No,No,-0.5468567339563023,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,-1.5290008344789465,-0.8841839933014355,0,1,False,True,False,False,False,True
1098-KFQEC,Female,0,Yes,Yes,0.9199258719908678,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),-1.509056568457203,-0.5295575088538068,0,0,False,False,True,False,False,True
7190-XHTWJ,Female,0,No,No,0.22727853029359305,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,-1.5123806127941604,-0.6740464036741581,0,0,False,True,False,False,False,True
0621-TWIEM,Male,0,No,No,-0.9135523854430948,Yes,No,No,No,No,No,No,No,Yes,Electronic check,-0.6398189743428778,-0.8297414601080574,1,1,True,False,False,True,False,False
3537-RYBHH,Female,1,Yes,No,0.5939741817803856,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Credit card (automatic),0.08814673545076371,0.4273781029487644,0,0,True,False,False,True,False,False
2485-ITVKB,Female,0,Yes,No,-1.2395040756535771,No,No phone service,No,No,No,No,No,Yes,Yes,Electronic check,-0.987181607554912,-0.9770318953317956,1,0,True,False,False,True,False,False
3669-OYSJI,Male,0,No,No,-1.2802480369298874,Yes,No,No,No,No,No,No,No,No,Credit card (automatic),-0.6182126861526555,-0.9869806726698077,1,1,True,False,False,True,False,False
1612-EOHDH,Female,0,No,No,-1.2802480369298874,Yes,No,No,No,No,No,No,No,No,Electronic check,-0.6531151516907069,-0.9874439195081629,1,0,True,False,False,True,False,False
6702-OHFWR,Male,1,No,No,-1.2802480369298874,No,No phone service,No,Yes,Yes,No,No,Yes,Yes,Electronic check,-0.7146099719244163,-0.9882601163185984,1,1,True,False,False,True,False,False
5296-BFCYD,Male,0,Yes,Yes,0.5532302205040753,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,-1.485788258098502,-0.5940370568782171,0,1,False,False,True,False,False,True
4510-PYUSH,Female,1,No,No,0.22727853029359305,Yes,No,Yes,Yes,No,No,No,No,Yes,Credit card (automatic),-0.25422983125583487,-0.014404965229430442,1,0,True,False,False,True,False,False
9359-JANWS,Female,0,Yes,No,1.3273654847539706,Yes,No,Yes,No,Yes,Yes,No,No,No,Credit card (automatic),-0.19605905535908272,0.6943406380809616,0,0,False,False,True,True,False,False
7517-SAWMO,Female,0,Yes,No,-0.5468567339563023,Yes,No,Yes,No,No,No,No,No,Yes,Electronic check,0.27927928482580655,-0.371568277601386,1,0,True,False,False,False,True,False
4143-HHPMK,Male,0,No,No,0.797693988161937,Yes,No,No,Yes,No,No,No,Yes,Yes,Electronic check,0.6831506717661141,0.9067724025267607,1,1,True,False,False,False,True,False
3279-DYZQM,Male,0,Yes,Yes,1.5718292524118322,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,-1.5073945462887242,-0.39920867228992035,0,1,False,False,True,False,False,True
7054-LGEQW,Female,0,No,No,-1.2802480369298874,Yes,No,No,No,No,No,No,No,No,Mailed check,-0.6265227969950485,-0.9870909695360828,1,0,True,False,False,True,False,False
0523-VNGTF,Female,1,No,No,0.797693988161937,No,No phone service,No,Yes,Yes,Yes,Yes,No,Yes,Electronic check,-0.4752787796634931,0.12485585812948227,0,0,True,False,False,True,False,False
9575-IWCAZ,Male,0,Yes,No,-1.076528230548336,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,-1.3195860412506386,-0.931920477025289,0,1,False,True,False,False,False,True
7105-MXJLL,Female,1,Yes,No,-0.26164900502213034,Yes,No,No,No,Yes,No,No,Yes,No,Mailed check,-0.1362262572938518,-0.30261067680620757,0,0,False,True,False,True,False,False
7064-FRRSW,Male,1,No,No,0.6347181430566958,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Electronic check,1.1368827237607813,1.0857842164912113,0,1,False,True,False,False,True,False
7940-UQQUG,Female,0,Yes,Yes,1.2866215234776603,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),1.3163811179564737,1.9581221318607984,0,0,False,True,False,False,True,False
0923-PNFUB,Female,0,No,No,-1.1987601143772668,Yes,No,No,Yes,No,No,Yes,No,No,Electronic check,0.6299659623747981,-0.8982799328113904,1,0,True,False,False,False,True,False
3961-SXAXY,Male,0,No,No,-1.2802480369298874,Yes,No,No,No,No,No,No,No,Yes,Bank transfer (automatic),-0.6896796393972369,-0.9879292257197732,0,1,True,False,False,True,False,False
7010-BRBUU,Male,0,Yes,Yes,1.6125732136881425,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),-1.3528264846202114,-0.2420576972211901,0,1,False,False,True,False,False,True
3566-HJGPK,Male,0,No,No,-1.2802480369298874,Yes,No,No,No,No,No,No,No,Yes,Mailed check,-0.6398189743428778,-0.9872674445221227,0,1,True,False,False,True,False,False
3062-ICYZQ,Female,0,Yes,Yes,0.7569500268856267,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Electronic check,0.9640324182390032,0.9953407861456479,0,0,True,False,False,False,True,False
9938-PRCVK,Female,0,Yes,Yes,0.3495104141225239,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),-1.499084435446331,-0.652538514750518,0,0,False,False,True,False,False,True
0973-KYVNF,Female,0,Yes,Yes,1.6125732136881425,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Credit card (automatic),0.19451615423339633,1.2034930321799735,0,0,False,False,True,True,False,False
5129-HHMZC,Female,0,Yes,No,0.4309983366751445,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Credit card (automatic),0.7197151594726443,0.5696610604436142,0,0,False,False,True,True,False,False
9637-CDTKZ,Male,0,Yes,No,1.6125732136881425,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),1.6388134186413281,2.5602547842297003,0,1,False,False,True,False,True,False
3946-JEWRQ,Male,0,Yes,No,0.5939741817803856,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Credit card (automatic),1.010569038956405,1.00577486969527,0,1,False,True,False,False,True,False
7873-CVMAW,Male,0,No,No,1.6125732136881425,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),0.7895200905487467,1.799625535023512,0,1,False,False,True,True,False,False
0463-WZZKO,Male,0,No,No,-1.1987601143772668,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),-1.4641819699082799,-0.9777598546492112,0,1,True,False,False,False,False,True
3494-JCHRQ,Male,0,No,No,-1.2802480369298874,Yes,No,No,No,No,No,No,No,Yes,Electronic check,0.17457188821165245,-0.9764583516271651,1,1,True,False,False,False,True,False
6474-FVJLC,Male,0,No,No,-1.2395040756535771,Yes,Yes,No,No,No,No,No,Yes,Yes,Electronic check,0.7047569599563366,-0.9343690674565958,1,1,True,False,False,False,True,False
4524-QCSSM,Male,0,No,No,-0.26164900502213034,No,No phone service,Yes,Yes,No,No,No,Yes,Yes,Bank transfer (automatic),-0.6697353733754932,-0.49710817079567904,0,1,True,False,False,True,False,False
5832-EXGTT,Male,0,Yes,Yes,-0.13941712119319946,Yes,No,Yes,No,No,No,No,Yes,Yes,Mailed check,-0.15284647897863812,-0.1981595444437093,0,1,True,False,False,True,False,False
8840-DQLGN,Female,1,Yes,No,0.10504664646466222,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Bank transfer (automatic),1.1867433888151402,0.6044486920667735,1,0,True,False,False,False,True,False
2039-JONDJ,Male,0,No,No,-0.22090504374582004,Yes,No,Yes,Yes,No,No,No,No,No,Bank transfer (automatic),-0.3107385849841083,-0.35544287575196964,0,1,False,True,False,True,False,False
7217-JYHOQ,Male,0,Yes,Yes,-0.3431369275747509,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Credit card (automatic),0.18288199905404562,-0.25449918373701885,0,1,True,False,False,True,False,False
6695-FRVEC,Male,0,Yes,Yes,1.4088534073065913,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Bank transfer (automatic),-0.14619839030472373,0.7369593472096514,0,1,False,False,True,True,False,False
4547-LYTDD,Female,0,No,No,-0.6690886177852331,Yes,Yes,No,No,No,No,No,No,No,Electronic check,0.26099704097254167,-0.4804533439881424,1,0,True,False,False,False,True,False
9894-QMIMJ,Female,0,No,No,-0.38388088885106114,Yes,No,No,Yes,Yes,No,No,No,No,Bank transfer (automatic),-0.29910442980475804,-0.4215327580239961,0,0,False,True,False,True,False,False
8069-YQQAJ,Male,0,No,No,-0.7505765403378537,No,No phone service,No,Yes,No,No,No,No,Yes,Mailed check,-1.1201433810332027,-0.822197154454842,0,1,True,False,False,True,False,False
6770-XUAGN,Female,0,Yes,Yes,-1.2802480369298874,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,-1.4558718590658866,-0.9980985967903354,1,0,True,False,False,False,False,True
4193-ORFCL,Female,1,No,No,-1.2802480369298874,Yes,No,No,No,No,No,No,No,No,Mailed check,-0.6547771738591854,-0.987465978881418,1,0,True,False,False,True,False,False
1636-NTNCO,Male,1,No,No,-1.1580161531009565,No,No phone service,No,Yes,No,No,Yes,Yes,Yes,Credit card (automatic),-0.46032058014718524,-0.9158833126688928,0,1,True,False,False,True,False,False
3466-WAESX,Male,0,No,Yes,-0.6690886177852331,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Electronic check,0.14299346701055832,-0.5292486776282366,0,1,True,False,False,True,False,False
9281-PKKZE,Female,0,Yes,No,0.5532302205040753,No,No phone service,No,No,No,No,Yes,Yes,Yes,Electronic check,-0.6930036837341939,-0.12152528175578566,0,0,True,False,False,True,False,False
3638-VBZTA,Male,0,No,Yes,1.4495973685829016,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),0.7213771816411229,1.5880320267614034,0,1,False,False,True,True,False,False
7459-IMVYU,Male,0,No,No,0.22727853029359305,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Electronic check,0.17124784387469535,0.16511421431988552,0,1,True,False,False,True,False,False
7776-QWNFX,Male,1,Yes,No,-0.09867315991688919,Yes,No,No,Yes,No,No,No,No,Yes,Bank transfer (automatic),-0.47860282400045034,-0.33344968061671926,1,1,True,False,False,True,False,False
6689-TCZHQ,Female,1,No,No,-1.1172721918246462,Yes,No,No,No,No,No,No,Yes,No,Electronic check,0.47041183420084937,-0.8404181967634847,1,0,True,False,False,False,True,False
8563-OYMQY,Male,0,No,No,-0.6283446565089229,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Credit card (automatic),0.8692971546357213,-0.296081102322723,0,1,True,False,False,False,True,False
0754-EEBDC,Male,0,Yes,Yes,-1.1580161531009565,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,-1.4924363467724167,-0.9735465143575032,0,1,False,False,True,False,False,True
5777-ZPQNC,Female,0,No,No,-0.8320644628904743,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,-1.4841262359300234,-0.8923459614057913,0,0,False,True,False,False,False,True
1951-IEYXM,Male,0,Yes,Yes,1.6125732136881425,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),0.8576629994563706,1.8346999384989868,0,1,False,False,True,True,False,False
3318-NMQXL,Male,0,No,No,-1.1987601143772668,Yes,No,No,No,No,No,Yes,Yes,Yes,Electronic check,0.9041996201737725,-0.8896547178686793,0,1,True,False,False,False,True,False
3143-ILDAL,Male,0,No,No,0.9606698332671781,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Electronic check,0.9856387064292257,1.253545750095604,1,1,True,False,False,False,True,False
1022-RKXDR,Female,0,No,No,0.3495104141225239,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,-1.327896152093032,-0.5828308952646691,0,0,False,True,False,False,False,True
2361-FJWNO,Male,0,No,No,0.3087664528462136,No,No phone service,No,Yes,No,Yes,No,No,No,Credit card (automatic),-0.9572652085222967,-0.39724538807022397,0,1,False,True,False,True,False,False
2272-UOINI,Female,0,No,No,-1.0357842692720256,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Electronic check,0.45545363468454153,-0.7554234316119102,0,0,True,False,False,True,False,False
8232-UTFOZ,Male,0,No,No,1.4903413298592119,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),-1.4907743246039378,-0.3899878542693239,0,1,False,False,True,False,False,True
3750-YHRYO,Male,0,Yes,Yes,-1.0357842692720256,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,-1.4675060142452372,-0.9411854137923955,0,1,False,True,False,False,False,True
6637-KYRCV,Female,0,Yes,Yes,-1.1172721918246462,No,No phone service,No,Yes,No,No,No,No,Yes,Electronic check,-1.1400876470549464,-0.9335969893926702,0,0,True,False,False,True,False,False
5668-MEISB,Female,0,Yes,Yes,1.6125732136881425,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Credit card (automatic),1.3728898716847469,2.3709853617016674,0,0,False,False,True,False,True,False
0129-QMPDR,Male,0,Yes,Yes,0.4717422979514547,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),-1.472492080750673,-0.6257143168724193,0,1,False,True,False,False,False,True
7188-CBBBA,Female,0,No,No,1.3273654847539706,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Electronic check,1.0205411719672768,1.7076379485500974,0,0,False,True,False,False,True,False
5356-CSVSQ,Female,0,No,No,-1.1987601143772668,Yes,Yes,No,No,No,Yes,Yes,No,No,Electronic check,-0.006588528152518674,-0.930508677136968,0,0,True,False,False,True,False,False
3221-CJMSG,Male,0,No,No,-0.3431369275747509,Yes,No,No,No,No,Yes,No,No,Yes,Credit card (automatic),-0.4553345136417494,-0.44723192786608906,0,1,True,False,False,True,False,False
4720-VSTSI,Female,0,No,No,0.4717422979514547,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Bank transfer (automatic),0.6648684279128493,0.6967451097657583,1,0,True,False,False,False,True,False
3219-JQRSL,Female,1,Yes,No,1.6125732136881425,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),0.8078023344020117,1.7952357197457636,0,0,False,False,True,True,False,False
2801-NISEI,Male,0,No,No,-0.3431369275747509,Yes,No,Yes,No,No,Yes,No,No,No,Electronic check,-0.3273588066688946,-0.4124222368696746,0,1,True,False,False,True,False,False
3946-MHCZW,Male,0,No,No,-1.2802480369298874,Yes,No,No,No,Yes,No,No,No,No,Mailed check,-0.461982602315664,-0.9849070915838362,1,1,True,False,False,True,False,False
4623-ZKHLY,Male,0,Yes,No,-0.42462485012737144,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),-1.4741541029191516,-0.799321584389391,0,1,True,False,False,False,False,True
6732-VAILE,Male,0,Yes,Yes,1.5310852911355222,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),0.703094937787858,1.6096502125513186,0,1,False,False,True,True,False,False
8201-AAXCB,Male,0,Yes,Yes,-0.3023929662984406,Yes,Yes,No,No,No,No,Yes,No,No,Electronic check,-0.14786041247320225,-0.38764956070429224,0,1,True,False,False,True,False,False
7696-CFTAT,Male,0,Yes,Yes,0.18653456901728277,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),-1.495760391109374,-0.6870173151481073,0,1,False,False,True,False,False,True
1845-CSBRZ,Female,1,Yes,Yes,-0.42462485012737144,Yes,Yes,No,No,No,No,Yes,No,No,Bank transfer (automatic),0.6831506717661141,-0.14193020201667497,0,0,True,False,False,False,True,False
2123-VSCOT,Female,0,Yes,Yes,1.082901717096109,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),0.24271479711927632,0.8433517044185913,0,0,False,False,True,True,False,False
6651-AZVTJ,Male,0,Yes,Yes,0.6754621043330061,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Electronic check,1.1634750784564392,1.1423003307705606,1,1,True,False,False,False,True,False
4566-GOLUK,Male,0,Yes,Yes,0.5939741817803856,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),1.4144404258967127,1.251053040917787,1,1,True,False,False,False,True,False
2484-DGXPZ,Female,0,Yes,Yes,-0.05792919864057891,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,-1.504070501951767,-0.716643053429593,1,0,True,False,False,False,False,True
2018-QKYGT,Male,0,Yes,Yes,-1.2802480369298874,Yes,No,No,No,No,No,No,Yes,Yes,Electronic check,0.5402167652769517,-0.9716052895110617,0,1,True,False,False,False,True,False
2792-VPPET,Male,0,No,No,-1.1987601143772668,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,-1.472492080750673,-0.9734141581179732,0,1,True,False,False,False,False,True
7409-JURKQ,Female,0,Yes,No,0.8384379494382472,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),1.5623603988913113,1.5558253418090808,0,0,False,True,False,False,True,False
3247-MHJKM,Male,0,No,No,-1.2802480369298874,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,-1.4824642137615447,-0.9984515467624158,0,1,True,False,False,False,False,True
1964-SVLEA,Male,0,No,No,-0.506112772679992,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,-1.499084435446331,-0.8238736668222232,0,1,False,True,False,False,False,True
4587-NUKOX,Female,0,No,No,-1.1987601143772668,Yes,No,Yes,Yes,No,No,No,No,Yes,Electronic check,0.47539790070628496,-0.8986108234102156,1,0,True,False,False,False,True,False
7297-DVYGA,Female,0,No,No,0.7569500268856267,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),-1.494098368940895,-0.5675216902256884,0,0,False,True,False,False,False,True
2239-CGBUZ,Female,0,Yes,No,0.7569500268856267,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Bank transfer (automatic),-0.1428743459677664,0.38023722230279633,0,0,False,True,False,True,False,False
0854-UYHZD,Female,0,Yes,Yes,-0.791320501614164,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,-1.504070501951767,-0.8903164990663298,0,0,False,False,True,False,False,True
7243-LCGGZ,Female,0,No,No,-1.2802480369298874,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,-1.4591959034028439,-0.9981427155368454,0,0,True,False,False,False,False,True
8267-KFGYD,Male,0,No,Yes,-1.2802480369298874,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,-1.4542098368974081,-0.9980765374170804,0,1,True,False,False,False,False,True
4890-VMUAV,Male,0,No,No,1.24587756220135,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Electronic check,0.2227705310975329,1.0116426629811042,0,1,False,True,False,True,False,False
9261-WDCAF,Male,0,No,No,-1.1987601143772668,Yes,No,No,No,No,No,No,Yes,No,Mailed check,-0.3373309396797665,-0.9239349839069734,0,1,True,False,False,True,False,False
3764-MNMOI,Male,0,No,No,0.5532302205040753,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),-1.5157046571311175,-0.6066991371265958,0,1,False,False,True,False,False,True
7442-YGZFK,Male,0,No,No,-1.2802480369298874,Yes,Yes,No,No,No,No,No,No,Yes,Credit card (automatic),-0.498547090022194,-0.9853923977954464,0,1,True,False,False,True,False,False
0420-BWTPW,Male,0,No,Yes,-0.9950403079957154,No,No phone service,No,No,No,No,No,No,No,Mailed check,-1.3062898639028098,-0.9124199910678554,1,1,True,False,False,True,False,False
8229-BUJHX,Female,0,Yes,Yes,1.5718292524118322,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),-1.472492080750673,-0.34516320781513243,0,0,False,False,True,False,False,True
7449-HVPIV,Male,0,Yes,Yes,0.9199258719908678,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Credit card (automatic),0.8510149107824564,1.2423175291088007,0,1,True,False,False,False,True,False
5504-WSIUR,Female,0,No,No,1.5310852911355222,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Bank transfer (automatic),0.8460288442770204,1.8100375591998787,0,0,False,True,False,False,True,False
8183-ONMXC,Female,0,No,No,-1.2395040756535771,Yes,No,No,No,No,No,No,Yes,No,Electronic check,0.5302446322660801,-0.9370161922471977,1,0,True,False,False,False,True,False
8466-PZBLH,Male,0,Yes,Yes,1.4088534073065913,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Bank transfer (automatic),1.323029206630388,2.0305430542570138,0,1,False,False,True,False,True,False
9614-RMGHA,Male,0,Yes,No,1.3273654847539706,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Bank transfer (automatic),0.8992135536683364,1.6136650184837316,1,1,True,False,False,False,True,False
8735-IJJEG,Male,0,Yes,No,-0.7505765403378537,Yes,No,No,No,Yes,No,No,No,No,Credit card (automatic),-0.48525091267436476,-0.7122752975251,0,1,True,False,False,True,False,False
